band,bucket,size,dominant_portal,dominant_portal_count
43,593c7c7f6f204930,1,P215,1
44,45ba2b323950b147,1,P215,1
46,2d91e3dde5b19179,2,P215,1
0,35db2cab4b36c352,1,P094,1
1,231cc0f533aca373,1,P094,1
2,071cef157b3b486d,1,P094,1
3,b33fca8164e0a584,1,P094,1
4,21bf647ca6919de3,1,P094,1
5,5c5bd6fc95b078d4,1,P094,1
6,416c7a2e72318cc8,1,P094,1
7,674c135aee66f930,1,P094,1
8,2baab75c1eb777ba,1,P094,1
9,5ce8da0fdd0cfb8e,1,P094,1
10,4527a013c92b9207,1,P094,1
11,4226bb5e09df4f54,1,P094,1
12,f7a89ca3759073c2,1,P094,1
13,88b8dd8d873d1ba0,1,P094,1
14,8419540f0d5df2ec,1,P094,1
15,8f35ba10193219d0,1,P094,1
16,da09a0a1e272b47b,1,P094,1
17,999777eb44bc1451,1,P094,1
18,99900f5bfe1ca7df,1,P094,1
19,74e82c0b85858472,1,P094,1
20,faacc511d1d0582e,1,P094,1
21,b8fbd63b323e7155,1,P094,1
22,bb8f0753ad6ecd49,1,P094,1
23,0cf9209fbb483566,1,P094,1
24,05d4c4f4ca723e63,1,P094,1
25,db0333eaca8226b1,1,P094,1
26,2749b1b633ce2b75,1,P094,1
27,e0eb05c0d5bb7ce7,1,P094,1
28,bee59d6e6c806d66,1,P094,1
29,bbb2fd7d7ad22c3e,1,P094,1
30,d7d5542e15bf63d2,1,P094,1
31,c0c5379983238ce2,1,P094,1
32,2a0242d1dda107fd,1,P094,1
33,32a7fe653d2e7651,1,P094,1
34,a5160182e763d089,1,P094,1
35,1c0fc066ab31283f,1,P094,1
36,3b894595022efce8,1,P094,1
37,3e3f49ef635f6f1a,1,P094,1
38,84989c2076a4e948,1,P094,1
39,9d7252e82a5d7ac7,1,P094,1
40,dc9d4bfbe33e3e6b,1,P094,1
41,68df89ea5037836e,1,P094,1
42,679c186b2445fd7b,1,P094,1
43,c51d905ec7faec2c,1,P094,1
44,8214351f6a42792f,1,P094,1
45,e26506ebe117ab10,1,P094,1
46,54a315db3b33f5f3,1,P094,1
47,b278ef1301388255,1,P094,1
0,ea686cd2e31dda0a,1,P094,1
1,60139311b7c63079,1,P094,1
2,6281831aac61f4c9,1,P094,1
3,3d76c18ef6daf279,1,P094,1
5,24d6be988a63ac61,1,P094,1
6,953ac37808e1a161,1,P094,1
7,737e30907d4046ee,2,P094,1
8,16e2fdd4aa2e998f,1,P094,1
9,6f243157b02dfeed,1,P094,1
10,4390bcbc02150cb5,1,P094,1
11,76e9a156f4a5cb7e,2,P094,1
12,8032ba74f7ed1115,1,P094,1
13,ee81b54930b22d1f,1,P094,1
15,e938e21366f82276,1,P094,1
16,ee9abd4f30bc1c8e,1,P094,1
17,6a08579a0f9bc166,2,P094,1
18,4cfe1362a1f47ef1,1,P094,1
19,959fc09d6d58fede,2,P094,1
21,bf757a4d6982c3d6,1,P094,1
23,640d62eb3f2c96b9,2,P094,1
24,aee654d811930b4b,2,P094,1
25,400778a71f756a0a,1,P094,1
26,373098fcfe159a0c,1,P094,1
27,d0201c170adc717c,1,P094,1
28,ed0edbf2dd18dfac,1,P094,1
29,77fc60d71c1b3a97,1,P094,1
30,cdfc71d0ea9f095f,1,P094,1
31,79564e09b42879ad,2,P094,1
32,57a814a577a14dbe,2,P094,1
33,1c262589ce3b2c73,1,P094,1
34,22513cfda50246a3,2,P094,1
35,2e61cd034b25c01c,2,P094,1
36,26c3880e3596c040,1,P094,1
37,2b41ca28aa7b62e4,2,P094,1
38,d87b7b4b90490d61,1,P094,1
39,62e935f967290b7b,1,P094,1
40,982aeb8990959981,1,P094,1
41,3b16f6b728ce030d,2,P094,1
42,7f7a6c71f8ecc116,2,P094,1
43,b673fc6859aa2e13,1,P094,1
44,d83d2d246b0be44d,1,P094,1
45,08bbb0e314da7d1a,2,P094,1
46,ae74055f193053ad,2,P094,1
47,d60c13e789f886b6,2,P094,1
0,ebb5f81c14a8eda1,1,P240,1
1,aa8f858f0285fd62,1,P240,1
2,f7bf0cf191959495,1,P240,1
3,1b44460d693f7709,1,P240,1
4,284748b82880f5be,1,P240,1
5,eb27ca5a57d0036f,1,P240,1
6,19523170ca594ddb,1,P240,1
7,12fcc1d2d159cab2,1,P240,1
8,5d94b0d5bc37587d,1,P240,1
9,f277c50fcdcca8d3,1,P240,1
10,2fff4d852f684ddd,1,P240,1
11,887d9581f8fbb6b2,1,P240,1
12,a5c35e75a2d44a1f,1,P240,1
13,9a154bfbe141a56f,1,P240,1
14,5a1c1b6996b90a21,1,P240,1
15,dbacf43cd3e23664,1,P240,1
16,61314edd16a65dca,1,P240,1
17,49b4eef5de31c87a,1,P240,1
19,66244823f6b127fe,1,P240,1
20,f8680e087ac751ad,1,P240,1
21,c1673349249a9df2,1,P240,1
23,a8b2b1ef9829a6f9,1,P240,1
24,f673d95eed630dc3,1,P240,1
25,77367ee070d87f4b,1,P240,1
26,db3a93622e9b3cc8,1,P240,1
27,d8b075c582b9e29c,1,P240,1
28,c3b05e7491f6fcd8,1,P240,1
29,b8b1055d6dd68719,1,P240,1
30,2d8f74d675038061,1,P240,1
31,c07c53357dfd5796,1,P240,1
32,13521b4747075750,1,P240,1
33,7773050fd240d477,1,P240,1
34,9e7afdee635d79f6,1,P240,1
35,a5bc2eaa62b8e92a,1,P240,1
36,721bff8c02f84a23,1,P240,1
37,edd82632167b63f7,1,P240,1
38,44315515fff879de,1,P240,1
39,a42e45f6c9ff07a2,1,P240,1
40,17488bbc3dae511a,1,P240,1
41,f7c41736d504f7c5,1,P240,1
42,551e964863f5ea70,1,P240,1
43,fa930fa9ab1af219,1,P240,1
44,a29e939da8c6a0d7,1,P240,1
45,0effffc614e77813,1,P240,1
46,864402494933e67a,1,P240,1
47,86bce4a5235b21da,1,P240,1
0,920e92ef462ab7a1,1,P166,1
1,07e5daad515d540a,1,P166,1
2,20d14bc1f3b43a46,1,P166,1
3,2f2b38373416f73b,1,P166,1
4,ac92ffbfd5efa4ba,1,P166,1
5,b7f62d45aedcb37f,1,P166,1
6,048c29817e2f33e0,1,P166,1
7,47b5845e7659e7a4,1,P166,1
8,8fd542b30d79adf8,1,P166,1
9,6a46588f11e0bd5b,1,P166,1
10,ca2c9aa4b62b6a8c,1,P166,1
11,6d6f76bb914280bb,1,P166,1
12,e325c1bc22cee8df,1,P166,1
13,9119e1ec3b346a32,1,P166,1
14,ed495bf8ed7cc84a,1,P166,1
15,d5791c3350922b2a,1,P166,1
17,74665ff6fced10ab,1,P166,1
18,28efb57a3ddf79cc,1,P166,1
19,304e907e702b219d,1,P166,1
20,bb9309d3edd9a727,1,P166,1
21,66f6d14266e422f8,1,P166,1
23,89ef07fb620b797f,1,P166,1
24,d52184fbd678613a,1,P166,1
25,c458ae04a6b5ee35,1,P166,1
26,0edaeb7d6ea58e41,1,P166,1
27,7b58bf503be91c25,1,P166,1
28,774fa5fc99f764c5,1,P166,1
29,4308947dbf6aea80,1,P166,1
30,15f899da911ab570,1,P166,1
32,3ff00a3cf05a4714,1,P166,1
33,0496a3f73bbc6a04,1,P166,1
34,7723301aa95ce37b,1,P166,1
35,a70606ba15ec2611,1,P166,1
36,caef79561b33b5fd,1,P166,1
37,5cdf79044c852fb6,1,P166,1
39,050c75f7b5c57604,1,P166,1
40,3092d9d5662f3cda,1,P166,1
41,4084a0baabbd20e3,1,P166,1
42,12274b4223857dab,1,P166,1
43,bb62121c92fd25be,1,P166,1
44,b5e59c46a69a5628,1,P166,1
45,8ca38ef659088bd9,1,P166,1
46,5ea06d1a6c7f80d8,1,P166,1
0,641528f664883cb6,1,P005,1
3,17699bf3025a65fa,1,P005,1
4,fd52ec8b0c7ab3bd,1,P005,1
5,55229cb35cc437dc,1,P005,1
6,f39f90d8858c64ad,1,P005,1
7,6ebce1776dd657ed,1,P005,1
8,609f5eb25a965c98,1,P005,1
9,79357df1da56a1b6,1,P005,1
10,e6352628e709f32d,1,P005,1
11,36cda053e866347f,1,P005,1
12,1f23db4e2b6aaf23,1,P005,1
13,e4c25c17f3d998d1,1,P005,1
14,314d2485f86091ff,1,P005,1
15,a734f58d035671d0,1,P005,1
16,e7449befa782c95e,1,P005,1
17,3ed407a7bb8bb791,1,P005,1
18,f141a5113c1fd99f,1,P005,1
19,36e2be22c8e31512,1,P005,1
21,7164d062b0f46bea,2,P005,1
22,247c5e9af090f22d,1,P005,1
23,6019ae2eb40153cd,1,P005,1
24,9cfda8c5fb3da153,1,P005,1
25,8210f96f3122cc0f,1,P005,1
27,6278131f66d892af,1,P005,1
28,1d02b99ca683f1c2,1,P005,1
29,936ecad071aafb21,1,P005,1
30,2fd9134b3bd39c77,1,P005,1
31,e71eb1ce7f36bdb4,1,P005,1
32,d58342d6bc05d3ac,1,P005,1
33,fb3cea0ccfb72dae,1,P005,1
35,9ab6439889afab96,1,P005,1
36,f5937a2d187740da,1,P005,1
37,9afcfd0d19993609,1,P005,1
38,f8d7cd757d90a98b,1,P005,1
39,f247b39a9326ac30,1,P005,1
40,48c0429234cc60e2,1,P005,1
41,1684f0395c5ccf83,1,P005,1
44,3a18dc98e6a816a2,1,P005,1
45,1cae8e98a3a7d63e,1,P005,1
46,8ad80ab0d9ada243,1,P005,1
47,0ef824bee2abe97a,1,P005,1
2,0990c0c5cc832cac,1,P172,1
3,b6e30f3099dbde58,1,P172,1
4,cf51a9da97aef02e,1,P172,1
7,f03c6263f86c2057,1,P172,1
8,aad528c119ada9a6,1,P172,1
9,1126dcbf467191a8,1,P172,1
14,825b5efa6cc869de,1,P172,1
16,166c50c50ca2736c,1,P172,1
25,d55a78ed95d6f1e8,1,P172,1
26,db77c1649f4c93d6,1,P172,1
29,5fdf73592b4bf808,1,P172,1
30,78e1ba167b436b23,1,P172,1
31,affb0991962e0774,1,P172,1
35,fd0865bd6cf61bf8,1,P172,1
36,ec3507a8f61fba1f,1,P172,1
37,3c5863b4eb68c014,1,P172,1
43,100b05e5e2567d00,1,P172,1
44,39ee4ee269e97469,1,P172,1
0,0bfe031deee410a3,1,P142,1
1,27a2c8eaa2c5b902,1,P142,1
2,48d4de86bd9f0e82,1,P142,1
3,65d479fdc36db4f7,1,P142,1
4,95829b2e8760a8e3,1,P142,1
5,eacdf4aabccebf5a,1,P142,1
6,8ae7bbdbd1680229,1,P142,1
7,0613ef823dbbf46c,1,P142,1
8,b9a33c543b489a41,1,P142,1
9,35dc79e3030f2157,1,P142,1
10,b7949f489514c7f7,1,P142,1
11,0594041cdd9aeaa8,1,P142,1
12,a4270a2f527a8e9e,1,P142,1
13,5a461ba5a1bf6ba7,1,P142,1
14,aecd97008c1c8c4f,1,P142,1
15,5a6b77f75a11d8c4,1,P142,1
16,87403a023d2fe0a3,1,P142,1
17,b5365efa13c590fb,1,P142,1
18,ceb5cc80d41bd2fc,1,P142,1
19,f5085c0949451e87,1,P142,1
20,fd0e8ca10bd4a47b,1,P142,1
21,f7a41b98ac96ddc2,1,P142,1
22,7d3bdf0ca5a07c76,1,P142,1
23,7c41490023c0a5ba,1,P142,1
24,9961442429493677,1,P142,1
25,01765f15b5042b5b,1,P142,1
26,7f50f2c2a49de933,1,P142,1
27,9a845a23babcd38d,1,P142,1
28,46923f22f3416ec7,1,P142,1
29,35dba4d9c3e87325,1,P142,1
30,35f663e28ec3bd75,1,P142,1
31,5e7de969fadd5470,1,P142,1
32,40bc71bb4cc609be,1,P142,1
33,028e3e12b7659265,1,P142,1
34,4aa821ba2a0c1170,1,P142,1
35,f35b410b62718bbb,1,P142,1
36,657a822ca5354452,1,P142,1
37,f5643021f85db29e,1,P142,1
38,0a118d50aa9600a7,1,P142,1
39,40dd4630ca1598f2,1,P142,1
40,48db3fc3e0b553c6,1,P142,1
41,8da1beafe4fd7b9d,1,P142,1
42,7e45fec042c987fd,1,P142,1
43,24653294ac72a8d1,1,P142,1
44,017b22d829d86ecb,1,P142,1
45,6bfcf542354903fc,1,P142,1
46,e7fa1847fca0f10c,1,P142,1
47,225ba3eaed00cf41,1,P142,1
0,9872353f71969ea3,1,P184,1
1,9fb8424571f69eb0,1,P184,1
2,dbaec56076e87c7d,1,P184,1
3,3d92c9c67a0364b1,1,P184,1
4,f99e4677b741c7a7,1,P184,1
5,48c49a2754d3c2ff,1,P184,1
6,cc31c0c85da7b2a9,1,P184,1
7,7be53c91ee6c48c5,1,P184,1
8,c430f12cccba3bf8,1,P184,1
9,6e7c8743c4efef2f,1,P184,1
10,bd0ca3d5e29ce79c,1,P184,1
11,3b573e48a0c8b1b1,1,P184,1
12,ae5b0c6428c427b9,1,P184,1
13,75d3a5539d34b28f,1,P184,1
14,6e883935672d64f5,1,P184,1
15,c259cefe9d58583c,1,P184,1
16,dddf40b764cd4333,1,P184,1
17,cabfe07934bef96d,1,P184,1
18,185e44a44e2666e7,1,P184,1
19,8d083c7dbc8e891e,1,P184,1
20,147f3104af03d74d,1,P184,1
21,da715191f95e8b9f,1,P184,1
22,2430ef621783c667,1,P184,1
23,45d53a2074714159,1,P184,1
24,385938e64ddcfa63,1,P184,1
25,f0c10316444ab5f2,1,P184,1
26,df162842a3ed8975,1,P184,1
27,a49492c8ab1e4b8d,1,P184,1
28,77c20cbb16302e93,1,P184,1
29,e3d925507f14a1ed,1,P184,1
30,b3eb4b5f68a9f967,1,P184,1
31,bb47876f39757120,1,P184,1
32,562ad54b3a696a05,1,P184,1
33,6c255a8db32cd755,1,P184,1
34,79af884928778050,1,P184,1
35,98043e374d722e0e,1,P184,1
36,ca8a05ddef19fa12,1,P184,1
37,d3a7f66a099c1bf5,1,P184,1
38,aeca9087654057e4,1,P184,1
39,f787d29caf8b5e59,1,P184,1
40,3203f961df0f5ad5,1,P184,1
41,253bb811e21821d1,1,P184,1
42,2e9e20e94eeab74e,1,P184,1
43,643e37916a2cd26f,1,P184,1
44,06a5e44a75294c81,1,P184,1
45,fc601d0fa6351f56,1,P184,1
46,6a6959292d73ec2f,1,P184,1
47,de95ece59903e357,1,P184,1
0,8229eda6d3b60c2e,2,P241,1
1,da08f74bffa9dc95,2,P241,1
2,cafb815eefe7e96a,3,P241,1
3,5f51fc2e401dc677,2,P241,1
5,4fe293fce854d922,2,P241,1
6,4fa3eba77f3f9176,1,P241,1
7,edc02b5aab22cb79,3,P241,1
8,0c3632590c4124b5,2,P241,1
9,7e004b15a0f6e2e5,2,P241,1
10,95558747bb967a65,2,P241,1
11,fd212dd3054ffc37,2,P241,1
12,617ee8e3ac8d37c6,2,P241,1
13,fe1e8a06b0960842,2,P241,1
14,dcddf79dccb8bfb0,2,P241,1
15,585ac3675193ccf3,2,P241,1
16,e14a85731181af9f,2,P241,1
17,acd368fd0045d73f,2,P241,1
18,ef36f23545458b0c,2,P241,1
19,74f3dab1073275ef,1,P241,1
20,45e61ef58c8857b6,2,P241,1
21,9d90a27a8873bee5,3,P241,1
22,a92b089729d7e568,1,P241,1
23,5e879cf04e31b81a,1,P241,1
24,41874d75df57cac7,2,P241,1
25,f69f0794c5e4b199,2,P241,1
26,29f17a689760e34d,2,P241,1
27,ca9a71294e882340,2,P241,1
28,dd1e11c3a5bcf71a,3,P241,1
29,e63454305d0a2e57,2,P241,1
30,3264f01fe7231df2,3,P241,1
31,199cd8be45cccec8,2,P241,1
32,dc77cf4d9dbf4614,2,P241,1
33,cffd9283726f7660,2,P241,1
34,648e9ac8fec8648c,3,P241,1
35,ff99de1bc166de16,1,P241,1
36,4ace4fe087fa9630,2,P241,1
37,1962e236bdf0d1fe,1,P241,1
38,ef25f5daca59d402,2,P241,1
39,c950e53d7209d1b7,3,P241,1
40,ce8e470b3f6b74f6,2,P241,1
41,e9438f91a320b542,2,P241,1
42,0b18b1ff9cd488a6,3,P241,1
43,e2dcf751ff24b4ca,2,P241,1
44,48d87c03d3e0144f,2,P241,1
45,98c967c1aebf4743,2,P241,1
46,ee53f415aa808050,3,P241,1
47,509f3f50f3f24a9b,2,P241,1
3,082a1474ab885465,1,P088,1
6,d6d4de2e7de614d6,1,P088,1
12,af7538b7f8f210a3,1,P088,1
18,2560441db0b71dc1,1,P088,1
24,d704ea175bc8d42c,1,P088,1
25,f0d0f9a8c37ef91e,1,P088,1
27,3d94900f5f56950c,1,P088,1
32,b1f8add7c85669d9,1,P088,1
47,0fa346fb6a35cffb,1,P088,1
0,238f672c8294dd5d,1,P080,1
1,48eea978a4653e95,1,P080,1
2,ebbf90adb5c63d15,1,P080,1
3,6330fe2a01fd8448,1,P080,1
4,3e6e45c9dcec2240,1,P080,1
5,4e3b8213c9e44d99,1,P080,1
6,04bdb6b31eb98553,1,P080,1
7,1d9025f1c4b93219,1,P080,1
8,d0ce733773c7b691,1,P080,1
9,86fdf2f00812458c,1,P080,1
10,d5e20b0b8618107e,1,P080,1
11,9542747452a158da,1,P080,1
12,abe0a9e9aca240f9,1,P080,1
13,931324d3ed272bc8,1,P080,1
14,51cda85f1e9675e1,2,P080,1
15,87a7569d9b5f6078,1,P080,1
16,ed8c1e6dbe013d93,1,P080,1
17,e6b850b19c15d25e,1,P080,1
18,ae629b22bf7f72b2,1,P080,1
19,889c46f8b3672808,1,P080,1
20,f9123293fb18b108,1,P080,1
21,d05130275cb392d2,1,P080,1
22,ddcb21e5529cfdf0,2,P080,1
23,80bd3843b7d520d5,1,P080,1
24,00bace191d6e5b82,1,P080,1
25,8e6e05f5d26248b2,1,P080,1
26,a083f2714266c38c,1,P080,1
27,f298f5b795103fa7,1,P080,1
28,5349b08b2e6b9469,1,P080,1
29,ec0a4ae9ec465f0a,1,P080,1
30,7f5a7c870123127c,1,P080,1
31,bdc93c16ac141ac3,1,P080,1
32,c489c1816524f55f,1,P080,1
33,2d08247549950a84,2,P080,1
34,95d6f530fbb636f1,1,P080,1
35,ce3f1383b573ad26,2,P080,1
36,a7b8721db509ab8a,1,P080,1
37,6942cb22f1e1145b,1,P080,1
38,22dc3efe53960e52,1,P080,1
39,3b39f8e216c42eaf,1,P080,1
40,f4a24cf2a373e50b,1,P080,1
42,2a6d3372384c59a9,1,P080,1
43,6f6d8d4ae23a52cc,1,P080,1
44,457cb8bb2d3d2de2,1,P080,1
45,4917956b8559165b,1,P080,1
46,1c77c4f2c6a6b90d,1,P080,1
47,7afabcbc3c26158f,1,P080,1
0,023fab903c0279e1,1,P005,1
1,b26b69c89eaa6631,1,P005,1
2,e19e557e9e922dbd,1,P005,1
3,dabdd6a0a7466f18,1,P005,1
4,a2b22e537b042e60,1,P005,1
5,99ffd502a1117e51,1,P005,1
6,fc856a02d6ea3967,1,P005,1
7,b9ad241d5354730c,1,P005,1
8,5c425b52e46a4478,1,P005,1
9,526c7379281ca342,1,P005,1
10,5835f98c58d5f613,1,P005,1
11,c117f607fad5432f,1,P005,1
12,b61265ff809a2518,1,P005,1
13,dffa33d33c64bdd0,1,P005,1
14,8fb5d55fe8e2dd8d,1,P005,1
15,a48277af1703b5f7,1,P005,1
16,f83d72877619207a,1,P005,1
17,0516043f1eb67a5d,1,P005,1
18,ff0c38d01c7b6910,1,P005,1
19,26e7dad4bca9c909,1,P005,1
20,98a0aac4b1bb1529,1,P005,1
21,09fe42dd9dda8215,1,P005,1
22,53341d8d15e9b192,1,P005,1
23,e9fb77397cec6bb4,1,P005,1
24,5f94d85568f78359,1,P005,1
25,205dc1b7e78041ac,1,P005,1
26,c947aadee6946369,1,P005,1
27,b2939253f22d2b49,1,P005,1
28,c9fde4035348ae4e,1,P005,1
29,b7bdf55a9f4ab3cd,1,P005,1
30,48086032174c5800,1,P005,1
31,e48eb0e28a3d6eb6,1,P005,1
32,0c8d445f7c87b534,1,P005,1
34,9bd2e4a7d09bce85,1,P005,1
35,1860ad4bd4572277,1,P005,1
36,afba8fce3cf2237c,1,P005,1
37,ecec362ab7a9f0b4,1,P005,1
38,6b07cc2f1bb9950a,1,P005,1
39,d6df677261707606,1,P005,1
40,66991cc7faa4c007,1,P005,1
41,2cc6a79bd7614d5c,1,P005,1
42,dca080b19b229734,1,P005,1
44,1c550fb87d3f2cc8,1,P005,1
45,d95741c2fc6b6a52,1,P005,1
46,6fa4fe83e1aad805,1,P005,1
47,6378ec6c21b40524,1,P005,1
0,05f6bb6ba7e44d08,1,P056,1
1,f24fba3fcfecbf46,1,P056,1
2,05ee0b98b4ad1887,1,P056,1
3,eb8b800e41957db1,1,P056,1
4,4672b832c52bf8c2,1,P056,1
5,84e0e719e9eaf1af,1,P056,1
6,28532414ce7ad604,1,P056,1
7,a7f7f3294279cdb7,1,P056,1
8,f6f153cc15d4d3ff,1,P056,1
9,c02c42784e0a446c,1,P056,1
10,a762354f8fa98702,1,P056,1
11,485c10adf0c3c063,1,P056,1
12,d9056defaf480499,1,P056,1
13,f0111b57162d826f,1,P056,1
14,8eb1f019de3457f7,1,P056,1
15,3f3ab42b4b890556,1,P056,1
16,192ad9c7b2141e2e,1,P056,1
17,b6116c9f5f7aaecd,1,P056,1
18,e6c8e9f43325bb67,1,P056,1
19,e52a807fbfcc4355,1,P056,1
20,82053e64c09b69cb,1,P056,1
21,34cee227d7910221,1,P056,1
22,fd99677fc2fa2da4,2,P056,1
23,6fd9bd0c6c53b975,1,P056,1
24,29fbfd2f2a42bee8,1,P056,1
25,879c3f46f107abec,1,P056,1
26,616a0b768e607ad1,1,P056,1
27,7454796efff98f5a,1,P056,1
28,53a5a185c7c4692f,1,P056,1
29,d318ae2a31354c9d,1,P056,1
30,56ae17b84b4fbd7d,1,P056,1
31,5786de3728b870d3,1,P056,1
32,52e75d060ba75759,1,P056,1
33,b5c1c3d322febe7e,1,P056,1
34,3feda7b5ccbe40ad,1,P056,1
35,1bc0c3d757504cd7,1,P056,1
36,45543fb142d9a988,1,P056,1
37,fc90a47fc35e4f50,1,P056,1
38,6fbb124d0b16997f,1,P056,1
39,f7e4d90bb9bf1b26,1,P056,1
40,5fd4d2b7cf6db8ab,1,P056,1
42,4277dbddd1d21e03,1,P056,1
43,e020f6e8c0fcb731,1,P056,1
44,c4c1504bfbb36911,1,P056,1
45,648760257e72ab1d,1,P056,1
46,5d1f134c0df863f3,1,P056,1
47,5d32f9e85370a09b,1,P056,1
0,40188515c989d6db,1,P178,1
3,dbf2cfa371bda307,1,P178,1
8,902ef1546ce32e8a,1,P178,1
11,e19a2d38cf3bff0a,1,P178,1
13,c88dc41575b5a31c,1,P178,1
14,ef0d6a780aee2d84,1,P178,1
15,c0bb197b9bc7fe14,1,P178,1
17,b831f2e60d7a97e0,1,P178,1
18,afd88636d85bd3a3,1,P178,1
20,c26373f0e8ec32b0,1,P178,1
22,475410a77966f2bb,1,P178,1
23,48036caf8e401227,1,P178,1
24,53758f33347e9681,1,P178,1
26,f68a769155b89249,1,P178,1
28,810984c9790a3de9,1,P178,1
29,51c4eefa4a859462,1,P178,1
30,93c990842e0834d7,1,P178,1
32,8ea81a2410442590,1,P178,1
37,98a0a38758022b12,1,P178,1
38,d716b57326abb4c7,1,P178,1
39,83b59a1443674e30,1,P178,1
40,b6100f8f79801639,1,P178,1
42,6357f859fbe4884d,1,P178,1
43,d3d86e024e9eb45f,1,P178,1
44,ea6b1d89627a8ffa,1,P178,1
46,3b19506de8122427,1,P178,1
0,1790c5ee4f8e9f65,1,P004,1
1,e5a6c106123c163e,1,P004,1
2,8778a20b9d3dc151,1,P004,1
3,80a734b5f98c23d5,1,P004,1
4,dbb52b9cb156968a,1,P004,1
5,f3caf2665e6e4ce7,1,P004,1
6,2f0e55a201256a9a,1,P004,1
7,86292a0cf9708690,1,P004,1
8,a521fa823ae3bef3,1,P004,1
9,c230832a43abb783,1,P004,1
10,cfd5bde68ad5aeea,2,P004,1
11,b257c242615a1db7,1,P004,1
12,9a2097d2ebf95b68,1,P004,1
13,9540288f96dbbde9,1,P004,1
14,6e20f3f06c2f55e6,1,P004,1
15,10ec296210340983,1,P004,1
16,6ea7113d8dfdfd08,1,P004,1
17,04a654d1a91d6bf5,1,P004,1
18,98996f7fccc6327c,1,P004,1
19,9b374682868e8df8,1,P004,1
20,ecad62b1d323d0cd,1,P004,1
21,7dcb3be1854d8748,1,P004,1
22,2aca370fe6fcb86c,1,P004,1
23,2d2e7829d9225c99,1,P004,1
24,4116ebd182e33d25,1,P004,1
25,18723793ed754f4c,1,P004,1
26,3bdada5f79788930,1,P004,1
27,ce681970db6dd8b4,1,P004,1
28,8df4c3ff570b50e6,1,P004,1
29,34de3d0b69b0d076,1,P004,1
30,9b575efcff72d5eb,1,P004,1
31,042aeaceef512154,1,P004,1
33,e04cc48c115dc0b2,1,P004,1
34,d147d2c57b98c235,1,P004,1
35,1c3dc87a651e8ec0,1,P004,1
36,4da2d85a795d41e6,1,P004,1
37,45069a05521e1d7e,1,P004,1
38,82cb703a8185095a,1,P004,1
39,0f1797d6db6b1305,1,P004,1
40,e79a1dd886ffa3bc,1,P004,1
41,dc4e9707d46c2f14,1,P004,1
42,1707b1c61f869363,1,P004,1
43,3040fccc2c880925,1,P004,1
44,bf95a2036a28751e,1,P004,1
45,88b8bbc64eb51dd7,1,P004,1
46,9721654b4807a3dc,1,P004,1
47,62b0bf58d4c0b9f0,1,P004,1
0,a4fd2bd00d548fa8,2,P040,1
1,b80b83f24a2af758,2,P040,1
2,638df082a04a57c1,1,P040,1
3,e4a25c2ba292ed3a,1,P040,1
4,39f2f099047a6aeb,2,P040,1
5,8169ea05ab8a902c,1,P040,1
6,c04cb88d4ffe76b6,1,P040,1
7,e25e9b0411bb2799,2,P040,1
8,2bcabba0e8e512fb,2,P040,1
9,fc4ce15274abd0f8,1,P040,1
10,b504fc1230f33358,1,P040,1
11,bcb299f31ffc280f,1,P040,1
12,e055e5c4b29cabbf,2,P040,1
13,b2790ed506d5feac,1,P040,1
14,22d02efb7ac9cd8c,1,P040,1
15,82cb224a676cf4ce,1,P040,1
16,294555c897a126e2,1,P040,1
17,aac67d1afeaba18c,2,P040,1
18,20de3e58cf09c8cf,1,P040,1
19,edf334bad175435e,1,P040,1
20,bedf0251018b3d09,1,P040,1
21,a96d38f9dbb621b6,1,P040,1
22,0e0fef66e9552038,1,P040,1
23,e3f1f3e2fbfdfefd,1,P040,1
24,d247ac3b7258a30d,2,P040,1
25,a39334e8fea0ccac,1,P040,1
26,392852ccfa9c34cb,1,P040,1
27,c4413799f525cfbf,2,P040,1
28,13a3d443ad9712cb,1,P040,1
29,8582ed0eb2223df8,2,P040,1
30,c0eddbb3b010ecbd,2,P040,1
31,3b8be2289e1a7848,1,P040,1
32,d6c9d0f1adc8d567,1,P040,1
33,d5a3e6f9b8798a38,2,P040,1
34,aa51a98b53a40307,1,P040,1
35,cc00616bccc1228f,1,P040,1
36,0516d4b8d5d6fb0f,2,P040,1
37,034432d0cf1868c2,1,P040,1
38,e937386bdddfca6b,1,P040,1
39,7e1cf2eb0919501a,2,P040,1
40,cc92a5518429e111,1,P040,1
41,10eba55ecb642ea8,2,P040,1
42,a913a509996805fe,1,P040,1
43,304428e4e6a9ee31,1,P040,1
44,0cbd386483ae2b14,1,P040,1
45,45f7f2f5738bfa04,1,P040,1
46,4756cd535adb53ae,1,P040,1
47,021ecec3156fc896,1,P040,1
3,32fa3ac744100a1b,1,P044,1
8,7efe1f6d87a91fa8,2,P044,1
16,e82777f61aab77bc,1,P044,1
25,0b44ec88b5788f59,1,P044,1
33,88a7bec6b61bed3e,2,P044,1
37,85c020c73bd5c3f8,1,P044,1
0,4937262e0573b51e,1,P005,1
1,9ed838a9cfc7928c,1,P005,1
2,06581d0b1717a391,1,P005,1
3,ffe8ca26dca0d4a3,1,P005,1
4,2ebc1a9fb531d187,2,P005,1
5,1321f5bd6b5c0e09,1,P005,1
6,d3200c07b5ad5ad8,1,P005,1
8,f04be99602fd384a,1,P005,1
9,80f8ee8eebfcec40,1,P005,1
10,e6846401b247c9be,1,P005,1
